검색어,채널,제목,링크,요약설명,게시글날짜/언론사
소포장 건기식,news,다이소·편의점 향하는 건기식…새 유통창구 찾는 제약사들 [영양제 전...,https://www.kukinews.com/article/view/kuk202602030266,"영양제와 건기식 시장이 확대되면서, 이를 둘러싼 유통 채널과 소비 방식에도 변화가 나타나고 있다. 꼼꼼한... 소포장·저가 제품에 익숙한 소비자가 늘어나면서, 20~30대를 중심으로 한 영양제 시장의 외연도 점차 넓어질... ",
소포장 건기식,news,"권영희 회장, &quot;약사 한계를 두지 말자&quot; 경남 약사에 당부",https://www.kpanews.co.kr/article/show.asp?idx=260813&category=A,"개인 맞춤형 건기식, 소포장 건기식, 약국만 유통하는 학회제품 등 다양한 건기식이 유통되고 있는데 모든 것을 다 도전하라는 취지다. 권 회장은 “약국에서 처방에 따른 조제만 하면 상담이 사라진다. 약국에서 건강... ",
소포장 건기식,news,한의협 &quot;건기식 소포장 허용법안 즉각 폐기하라&quot;,https://www.kpanews.co.kr/article/show.asp?idx=205899&category=F,가능해진다면 건기식 판매업자가 한의원에서 조제한 의약품과 유사한 형태로 건기식을 조제·판매하게 됨으로써 국민 건강에 심각한 위해가 발생할 것임에 대한 우려를 표명한바 있다”고 지적했다. 그러나 “식약처는... ,
소포장 건기식,news,초저가 그늘에 가려진 품질···다이소 건기식 둘러싼 '가성비의 역설...,http://www.enewstoday.co.kr/news/articleView.html?idxno=2377709,소포장·균일가 구조를 통해 건기식 구매 진입 장벽을 낮췄다는 점에서 소비자 저변을 넓히는 효과는 뚜렷하게 작용한다는 평가다. 동일 브랜드 제품을 훨씬 저렴한 가격으로 판매하는 다이소의 이 같은 마케팅은 유통... ,
소포장 영양제,news,다이소에서 창고형까지 영역 넓히는 제약사들 … 약국 중심 소비구조 흔...,https://biz.newdaily.co.kr/site/data/html/2026/05/11/2026051100277.html,뉴데일리 성재용 기자 = 약국이 아니어도 약과 영양제를 사는 시대가 열리고 있다. 다이소에서는 3000원짜리... 과거 건기식이 고가·대용량 중심이었다면 최근에는 저가·소포장·즉시 섭취 형태가 빠르게 늘고 있다. 액상... ,
소포장 영양제,news,"영양제도 ‘가성비’ 시대…종근당, 다이소와 ‘맞손’",http://www.breaknews.com/1204328,"기존의 대용량 포장 방식에서 탈피해 일주일 내외로 섭취할 수 있는 소포장... 멀티비타민부터 오메가3, 밀크씨슬, 코엔자임Q10 등 현대인의 필수 영양제 6종을 2... ",
소포장 영양제,news,"액상 대신 분말, 영양제도 일주일치... 1인 가구·캠핑족 늘며 ‘소포장...",https://n.news.naver.com/mnews/article/014/0005484907?sid=101,극대화한 '소포장 제품'들이 인기를 끌고 있다. 제조사 입장에서도 신제품 개발 없이 기존 제품에 패키지만 변형해 매출이 증대되는 효과를 얻고 있다. 2일 업계에 따르면 건강기능식과 식음료 업계를 중심으로 소포장... ,
소포장 영양제,news,영양제도 다 있소! ‘다이소 영양제’,https://bravo.etoday.co.kr/view/atc_view/16402,"종근당건강 ‘락토핏골드’나 안국약품 ‘브이팩’은 소포장되어 있어 입문자가 영양제를 체험해보는 목적이라면 메리트 있는 선택지다. 대웅제약 ‘비타민 D’는 가격 대비 함량이 적절하고 저렴한 편이지만, 같은... ",
소포장 영양제,news,고물가에 판이 바뀌었다...약국 대신 다이소 향하는 제약사들,https://www.ebn.co.kr/news/articleView.html?idxno=1709365,"업계에서는 소포장 전략과 대량 생산 체계가 가격 경쟁력을 가능하게 했다고 보고 있다. 다이소 판매 제품은... 보령컨슈머헬스케어가 선보인 '보령 리베펫 닥터'는 다이소 최초의 반려동물 영양제 브랜드로, 기존 영양... ",
소포장 영양제,news,다이소·편의점 향하는 건기식…새 유통창구 찾는 제약사들 [영양제 전...,https://www.kukinews.com/article/view/kuk202602030266,"소포장·저가 제품에 익숙한 소비자가 늘어나면서, 20~30대를 중심으로 한 영양제 시장의 외연도 점차 넓어질 가능성이 제기된다. 제약사 관계자 B씨는 “아직 전체 영양제 시장의 구도를 바꿀 정도의 변화는 아니지만... ",
소포장 영양제,news,"롯데마트, 소포장 영양제 판매",https://n.news.naver.com/mnews/article/001/0009796966?sid=101,"8일 오전 롯데마트 서울역점에서 모델들이 소포장 파우치 건강기능식품을 홍보하고 있다. 롯데마트는 새해를 맞아 영양제를 찾는 고객을 위해 프로폴리스, 밀크씨슬 등 5종을 각 3천원에 판매한다. 2018.1.8 scape... ",
소포장 영양제,news,"GC녹십자, 비타민영양제 '비맥스 시리즈' 소포장 출시",https://n.news.naver.com/mnews/article/018/0004016481?sid=101,GC녹십자 직원이 ‘비맥스 시리즈’의 소포장 제품을 들고 있다.(사진=GC녹십자 제공) 녹십자(006280)는 고함량 비타민제 ‘비맥스 시리즈’의 소포장 제품을 출시했다고 22일 밝혔다. ‘비맥스 시리즈’는 20~40대 학생과... ,
소포장 영양제,news,"[먹어보니] 젤리형 영양제 CJ웰케어 '건강구미', 맛·편의성 모두 잡았다",https://www.ebn.co.kr/news/articleView.html?idxno=1704925,"일반 구미 캔디와 유사한 식감이라 영양제를 먹는다는 느낌보다는 간식을 먹는 느낌에 가까웠다. ◆하루 1구미 설계…휴대성도 강점 제품 구성에서도 편의성이 강조됐다. 건강구미는 10일 분량(30g, 3g X 10구미)을 소포장... ",
소포장 영양제,news,“계산대 옆 비타민”…유통가 ‘건강코너’ 확대가 만든 일상 [영양제...,https://www.kukinews.com/article/view/kuk202601260116,"영양제·건강기능식품이 유통 채널을 넓히며 일상 소비 공간으로 들어온 것이다. 다이소는 균일가 전략을 앞세워 가성비 건기식 시장을 열었고, 편의점들은 컨디션 관리 등 생활형 수요를 겨냥해 소용량·소포장... ",
소포장 영양제,news,CU에 건강식품 전용 '헬스존' 생겼다…소포장 영양제 판매,https://n.news.naver.com/mnews/article/001/0010259719?sid=101,"CU 관계자는 &quot;편의점 건강식품은 1회 섭취량에 맞춰 소포장으로 판매되기 때문에 피로, 숙취, 소화불량 등 소비자가 자신의 컨디션에 따라 부담 없이 구매할 수 있다&quot;고 말했다. gatsby@yna.co.kr ▶놓치면 아쉬운 '핫뉴스... ",
소포장 영양제,news,다이소로 다 모인다,https://n.news.naver.com/mnews/article/082/0001380615?sid=101,"종근당건강 역시 소용량·소포장 전략을 앞세운 건기식 브랜드 '데일리와이즈'를 통해 멀티비타민, 오메가3, 혈당컷다이어트, 코엔자임Q10 등 6종과 구미 영양제 7종을 선보였다. 현재 다이소에 입점한 제약·식품기업의... ",
소포장 영양제,news,&quot;소포장.전량 DNA 분석&quot;...'칠곡할매쌀'로 승부,https://www.tbc.co.kr/news/view?pno=20251127171740AE02965&id=201216,"칠곡군이 소비자 취향에 맞춘 '소포장 프리미엄' 쌀로 승부수를 던졌습니다. 전국에서 처음으로 수확한 쌀... 여기에다 토양검정을 거쳐 토질에 맞게 영양제를 넣고, 비료량을 조절하는 과학적인 벼 재배방식을... ",
소포장 영양제,news,"나에게 맞는 영양제, 분석부터 구독까지 ‘셀프메디케이션’",https://bravo.etoday.co.kr/view/atc_view/14389,뉴트리원의 맞춤 영양제 구독 서비스 ‘마이퍼즐’ 역시 자체 설계한 건강 설문과 전문가 상담을 통해 하루분씩 소포장한 맞춤 영양제를 30일에 한 번씩 정기 배송해준다. 한 팩을 구성하는 영양제는 추천 리스트에서... ,
소포장 영양제,news,[Who Is ?] 박정부 아성다이소 회장,https://www.businesspost.co.kr/BP?command=article_view&num=437383,"10개 소포장을 유지하면서 가격을 낮췄다. 이는 다이소의 경영 철학인 '균일가'와 '천원 정신'에 따른... 종합 비타민제부터 뼈·관절 기능에 도움이 되는 칼슘제, 루테인 성분을 함유한 눈 영양제, 체중 관리에 도움을... ",
소포장 영양제,news,"조아제약, 조아토닉캡슐 20T 단위 소포장 출시",http://www.dailypharm.com/News/238342,조아제약(대표 조성환·조성배)은 2일 단기간 영양보충에 필요한 소비자 요구에 맞춰 종합영양제 조아토닉캡슐 소포장 제품을 출시했다고 밝혔다. 조아토닉캡슐은 인체 대사에 필요한 필수아미노산과 비타민 복합... ,
소포장 영양제,news,"다이소 진짜 싸네… 10만 원 육박 제품도 있는데, 5천 원에 풀려 난리라...",https://www.wikitree.co.kr/articles/1082426,"10포 소포장 형태라 장기 복용을 전제로 하기보다는 맛이나 체감 여부를 가볍게 확인해볼 수 있는 점도 매력이다. 최근 영양제 전반의 가격이 전보다 낮아지며 ‘가성비 제품’이 다양하게 출시되는 분위기 속에서, 이번... ",
소포장 영양제,news,"싱글족 웃게 한 편의점 ‘소포장·간편식품’, 간편식 매출 260% 증가",http://fashion.mk.co.kr/view.php?no=1508307&year=2014,"이 밖에도 편의점 업계에서 1~2인 가구 고객을 겨냥해 내놓은 건강기능식품 매출이 94.4%까지 증가함에 따라 소포장 비타민부터 칼슘, 철분, 오메가, 간건강 등 편의점에 맞게 개발된 소포장 영양제가 속속들이... ",
소포장 영양제,news,"[이슈포커스] '건강 챙기기도 시범용으로'…편의점, 소용량·저가로 건...",http://www.hansbiz.co.kr/news/articleView.html?idxno=765319,다이소가 저가·소포장 건기식으로 인기를 끌며 편의점 업계도 건기식 판매에 나서고 있다. CU는 전국... 세븐일레븐도 영양제 등 건강식품을 판매해 오고 있다. 지난해에는 알약과 액상을 한 번에 섭취하는 이중제형... ,
소포장 영양제,news,편의점에서 영양제 산다고?...'건기식' 격전지 된 리테일 업계,http://www.opinionnews.co.kr/news/articleView.html?idxno=121540,"사진제공=BGF리테일  이젠 편의점에서도 영양제를 산다. 편의점과 다이소 등 일상 소매 채널이 잇따라... 모든 제품은 5000원 이하 가격에, 10일분 소포장 형태로 제공돼 구매 부담을 낮췄다. 고객들의 알뜰 소비를... ",
소포장 영양제,news,"아시아종묘, 가정원예용 액상 비료 ‘○○대로’ 시리즈 출시",http://www.newsam.co.kr/news/article.html?no=33811,아시아종묘가 직접 개발한 ‘○○대로’ 시리즈는 이러한 도시농부들의 고민들을 해소하기 위한 맞춤형 액상 소포장 영양제이다. 스틱형 제품은 한 포당 10ml로 소포장하여 물 500ml 또는 1L에 간편하게 희석하여 사용할... ,
소포장 영양제,news,"유별난 한국인 영양제 사랑…‘한달에 3000원’ 다이소 건기식, 진짜 가...",https://n.news.naver.com/mnews/article/009/0005455447?sid=105,"달간 영양제를 챙겨먹을 수 있다는 사실만으로도 상당히 끌리는데요. 열흘 넘게 논란이 이어지고 있는 다이소 건기식, MK약국에서 한번 들여다보겠습니다. 다이소 건기식 저가 비결은 ‘소포장·함량 절감’ 현재... ",
소포장 영양제,news,다이소 입점 제약사 5곳으로…판 커지는 건기식 시장,https://n.news.naver.com/mnews/article/011/0004482543?sid=101,다이소는 소비자들이 주로 찾는 영양제를 소포장하는 방식으로 가격을 낮췄다. 업계 관계자는 “다이소가 공전의 히트를 친 뷰티제품 ‘브이티 리들샷’도 소포장 전략이 주효했다”며 “건기식도 가격 접근성이... ,
소포장 영양제,news,다이소 '초 저렴 영양제' 공급사 1곳..'철수 결정',https://n.news.naver.com/mnews/article/660/0000080343?sid=102,"1개월분 소포장 형태에 3,000원과 5,000원이라는 저렴한 가격으로 책정됐습니다. 특히 가격이 자사 몰에서 파는 제품보다 최대 6분의 1가량 저렴해 '초 저렴' 영양제로 입소문이 났습니다. 이는 부차적인 성분과 함량을... ",
소포장 영양제,news,"“애매한데, OO는 돈값 하는 듯”…현직 약사의 ‘다이소 영양제’ 분석...",https://n.news.naver.com/mnews/article/022/0004016770?sid=102,구독자 192만 명을 보유한 현직 약사 유튜버가 다이소의 시판 영양제를 직접 구매해 분석하는 영상을 올려... 시중 판매 제품에 비해 함량을 줄이고 단일 기능과 소포장으로 가격을 낮췄다. 이에 대해 대한약사회는 최근... ,
소포장 영양제,news,'영양제 다잇소' 다이소 건기식 대란…약사들 '난색',https://n.news.naver.com/mnews/article/648/0000033909?sid=101,"종근당건가의 영양제를 비롯한 건기식 판매에 나섰다. 다이소에서 판매되는 제품은 기존 3~6개월분 단위로 판매되는 기존 건기식과 달리 1개월분 소포장 형태로 판매되며, 균일가 정책에 맞춰 3000원~5000원 선으로 가격이... ",
소포장 영양제,news,다이소 저가형 건강기능식품 인기에 불편한 약사들,http://www.kihoilbo.co.kr/news/articleView.html?idxno=1134579,"다이소는 지난달 24일부터 대웅제약, 종근당건강, 일양약품 등 국내 유명 제약회사 3곳의 건강기능식품 영양제를 소포장(15일∼1개월분)해 3천∼5천 원에 판매하고 있다. 5일 오전 10시께 수원시 팔달구 인계동에 위치한... ",
소포장 영양제,news,'실속·건강·정성 가득'… 친환경·유기농 꽉찬 선물이 대세,http://www.iusm.co.kr/news/articleView.html?idxno=764248,[Life Joy] 추석 선물 新풍속도 1인가구 위한 단품 소포장·젊은 직장인 영양제 필수 선물 '김영란법' 영향 저가 선물세트 강세… 비용 부담도 줄어 저탄소·GAP 인증 과일… 생활식용품 세트 인기도 여전 '추석(秋夕)'이... ,
소포장 영양제,news,"약사 82% &quot;다이소 저가 건식, 약국 영양제 판매에 타격&quot;",https://www.dailypharm.com/Users/News/NewsView.html?ID=320886&REFERER=NP,"및 영양제의 판매감소’를 가져올 것이라고 답한 반면, ‘별 영향 없음’이 16%, ‘건기식 노출 확대로 인한... 한편 다이소에 유통 중인 저가형 소포장 건기식 제품이 약국으로만 공급될 경우 취급할 용의가 있냐는... ",
소포장 영양제,news,3만원대가 5000원… 다이소 영양제 판매에 갑론을박,https://n.news.naver.com/mnews/article/005/0001759928?sid=101,서울 강남구 다이소 강남본점을 방문한 30대 정모씨는 “화장품에 이어 영양제까지 판매하는 걸 보니 없는... 건기식은 대개 3~6개월분 단위로 판매되는데 다이소에서는 1개월분 소포장 형태로 제공된다. 대량 생산과... ,
소포장 영양제,news,&quot;약국서 3만원인데&quot;…다이소 3천원 영양제에 약사들 '부글',http://www.seouleconews.com/news/articleView.html?idxno=82045,"다이소는 지난 24일부터 전국 200개 매장에서 영양제 등 건기식 판매를 시작했다고 26일 밝혔다. 다이소에... 약국 판매용 건기식은 3~6개월분 단위로 판매하지만, 다이소에서는 1개월분 소포장 형태로 팔고 있다.... ",
소포장 영양제,news,다이소에서 '영양제가 3천 원?'…약사들 '반발',https://n.news.naver.com/mnews/article/052/0002158070?sid=101,"종근당건강의 영양제를 비롯한 건기식 판매에 나섰다. 다이소에서 판매되는 제품은 기존 3~6개월분 단위로 판매되는 기존 건기식과 달리 1개월분 소포장 형태로 판매되며, 균일가 정책에 맞춰 3,000원~5,000원 선으로 가격이... ",
소포장 영양제,news,"편의점, 1~2인 가구 단골로 급부상",https://n.news.naver.com/mnews/article/417/0000076418?sid=101,"GNC비타민에 이어 대웅제약이 지난 해 9월 칼슘, 철분, 오메가, 간건강 등의 소포장 영양제를 내놓으면서 고객 선택의 폭이 크게 넓어졌다. GS25는 건강기능식품의 편의점 구매가 일반화 되어감에 따라 향후에는 현재... ",
소포장 영양제,news,"[유통가 투데이] 롯데百, 추석 소용량·소포장 세트 30% 확대 外",https://it.chosun.com/news/articleView.html?idxno=2023092122890,"4주차(23~29일)에는 본격적인 가을을 맞이해 커피, 티, 건강즙, 영양제 등 '환절기 식품' 테마관을 운영한다.... ◇롯데백화점, 추석 소용량·소포장 세트 30% 확대 롯데백화점은 추석을 맞이해 소용량·소포장 세트를... ",
소포장 영양제,news,[2014 편의점 트렌드]알뜰폰과 PB 상품이 뜨다,https://n.news.naver.com/mnews/article/277/0003389791?sid=101,"GNC비타민에 이어 대웅제약이 지난 해 9월 칼슘, 철분, 오메가, 간건강 등의 소포장 영양제를 내놓으면서 고객 선택의 폭이 크게 넓어졌다. GS25는 건강기능식품의 편의점 구매가 일반화 되어감에 따라 향후에는 현재... ",
소포장 영양제,news,"[이슈클릭] 다이소 이젠 ‘3천 원’ 영양제까지… “소비자 웃고, 약사...",https://n.news.naver.com/mnews/article/056/0011901552?sid=102,"제약업계에 따르면 우선 판매 단위당 용량을 줄인 소포장 형태라서 가격 절감이 가능했습니다. 기존 제품이... 소비자 입장에선 저렴한 가격으로 소포장된 제품을 체험하거나, 필요한 기능성 식품만 쏙쏙 골라살 수 있어... ",
소포장 영양제,news,[제약바이오 브리프] 지투지바이오ㆍ조아제약ㆍKGC인삼공사ㆍ동아제약...,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202507140842419310461,"조아제약, 반려동물 의약품 및 영양제 ‘잘크개’ 6종 출시 조아제약이 반려동물 헬스케어 시장 진출을... 체지방 다이어트 전문 브랜드 ‘GLPro’가 체중 관리에 관심이 높아지는 여름 휴가철을 맞아, 소포장 제품... ",
소포장 영양제,news,‘나 혼자 산다’…대사증후군 위험 높은 1인 가구를 위한 영양제는?,https://www.hidoc.co.kr/healthstory/news/C0000929138,"이러한 위험을 예방하기 위해 반드시 챙겨야 할 영양제는 무엇일까. 현대인에게 꼭 필요한 필수 영양소... 최근 시중에서 쉽게 찾을 수 있는 소포장 과일을 활용하는 것도 좋은 방법이다. 또한, 혼자 식사할 때 식사 속도가... ",
소포장 영양제,news,"조아제약, 종합영양제 ‘조아토닉캡슐’ 소포장 출시",http://www.viva100.com/main/view.php?key=20180402020022462,"조아제약, 종합영양제 ‘조아토닉캡슐’ 소포장 출시 조아제약은  필수아미노산과 비타민을 함유한 종합영양제 ‘조아토닉캡슐’ 소포장(20캡슐) 제품을 출시했다고 2일 밝혔다. 소포장 제품은 감기몸살로 고생하거나... ",
소포장 영양제,news,&quot;3000원 영양제 살 수 있다더니&quot; 소비자 반발에 결국…공정위 나섰다,https://n.news.naver.com/mnews/article/011/0004459430?sid=102,앞서 일양약품은 다이소를 통해 기존 3~6개월분 단위로 판매되는 기존 건기식과 다른 1개월분 소포장 형태의 건기식 9종을 출시했다. 가격은 자사몰에서 판매하는 제품 대비 6분의 1수준인 3000원~5000원 선이었다.... ,
소포장 영양제,news,"일양약품, 다이소서 ‘영양제 판매’ 접는다",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202503011447199910511,"기존 건기식은 3~6개월분 단위로 판매되는 것과 달리, 다이소에서는 대량 생산과 포장 간소화를 통해 ‘1개월분ㆍ소포장’ 형태로 원가를 낮출 수 있었다. 소비자들은 “가격 부담이 적어 좋다”, “1달분씩 구매해... ",
소포장 영양제,news,"“유커 특수로 웃는다”…제약업계, OTC 매출 ‘껑충’",https://www.mediapen.com/news/view/1052755,"현재 동국제약(‘마데카 리포좀 레티놀c’), 안국약품(‘브이팩 남성/여성’), 종근당건강, 대웅제약, DXVX 등 5개 주요 제약사는 다이소를 통해 건강기능식품 및 소포장 영양제를 전국 1500여 개 매장과 온라인몰에서 5000원... ",
소포장 영양제,news,"약사들 불매 여파?...다이소 3천 원 영양제, 결국 철수하는 제약사는?",https://n.news.naver.com/mnews/article/052/0002159334?sid=102,"일양약품이 지난 24일 다이소에 출시한 건기식 9종은 기존 3~6개월분 단위로 판매되는 기존 건기식과 달리 1개월분 소포장 형태다. 가격은 자사몰에서 판매하는 제품 대비 6분의 1수준인 3,000원~5,000원 선으로 책정했다.... ",
소포장 영양제,news,다이소 '3천원' 영양제 판매…약사들 단체행동 조짐,https://www.kpinews.kr/newsView/1065591957231253,"약국에서 판매되는 건기식은 3~6개월분 단위로 판매되지만, 다이소에서는 1개월분 소포장 형태로 제공돼 판매 가격이 상대적으로 저렴하다. 대량 생산 및 포장 간소화도 가격 경쟁력을 확보한 이유 중 하나다.... ",
소포장 영양제,news,"조아제약, 종합영양제 '조아토닉캡슐' 소포장 출시",https://n.news.naver.com/mnews/article/082/0000793120?sid=101,"조아제약은 종합영양제 '조아토닉캡슐' 소포장 제품을 약국에서 판매한다고 2일 밝혔다. '조아토닉캡슐'은 정상적인 인체 대사에 필요한 필수아미노산 과 비타민의 복합 처방으로 병중·병후, 임신·수유기, 체력 저하... ",
소포장 영양제,news,"조아제약, 종합영양제 `조아토닉캡슐` 소포장 출시",http://www.metroseoul.co.kr/news/newsview?newscd=2018040200090,조아제약이 바쁜 일상으로 쉽게 지치고 아픈 현대인의 건강 증진을 위한 종합영양제 '조아토닉캡슐' 소포장 제품을 출시했다고 2일 밝혔다. '조아토닉캡슐'은 정상적인 인체 대사에 필요한 필수아미노산과 비타민의 복합... ,
소포장 영양제,news,"조아제약, 종합영양제 '조아토닉캡슐' 소포장 출시",http://www.newstown.co.kr/news/articleView.html?idxno=320377,"조아제약(대표이사 조성환, 조성배)이 바쁜 일상으로 쉽게 지치고 아픈 현대인의 건강 증진을 위한 종합영양제 '조아토닉캡슐' 소포장 제품을 출시했다. '조아토닉캡슐'은 정상적인 인체 대사에 필요한 필수아미노산 과... ",
소포장 영양제,news,"조아제약, 종합영양제 `조아토닉캡슐` 소포장 출시",http://medipana.com/news/news_viewer.asp?NewsNum=218058&MainKind=A&NewsKind=5&vCount=12&vKind=1,"조아제약(대표이사 조성환, 조성배)이 바쁜 일상으로 쉽게 지치고 아픈 현대인의 건강 증진을 위한 종합영양제 `조아토닉캡슐` 소포장 제품을 출시했다. `조아토닉캡슐`은 정상적인 인체 대사에 필요한 필수아미노산과... ",
소포장 영양제,news,"조아제약, 종합영양제 '조아토닉캡슐' 소포장 제품 약국 판매",https://n.news.naver.com/mnews/article/014/0003993579?sid=103,"조아제약은 종합영양제 '조아토닉캡슐' 소포장 제품을 약국에서 판매한다고 2일 밝혔다. '조아토닉캡슐'은 정상적인 인체 대사에 필요한 필수아미노산 과 비타민의 복합 처방으로 병중·병후, 임신·수유기, 체력 저하... ",
소포장 영양제,news,"조아제약, 종합영양제 ‘조아토닉캡슐’ 소포장 출시",http://www.polinews.co.kr/news/article.html?no=351376,조아제약은 현대인의 건강 증진을 위한 종합영양제 ‘조아토닉캡슐’ 소포장 제품을 출시했다고 2일 밝혔다.조아제약에 따르면 조아토닉캡슐은 정상적인 인체 대사에 필요한 필수아미노산 과 비타민의 복합 처방으로... ,
소포장 영양제,news,"조아, 종합영양제 ‘조아토닉캡슐’ 소포장 출시",http://www.bosa.co.kr/news/articleView.html?idxno=2080770,"조아제약(대표 조성환, 조성배)이 종합영양제 ‘조아토닉캡슐’ 소포장 제품을 출시했다. ‘조아토닉캡슐’(사진)은 정상적인 인체 대사에 필요한 필수아미노산과 비타민의 복합 처방으로 병중·병후, 임신·수유기, 체력... ",
소포장 영양제,news,약사들 반대에도 대세는 '다이소'…안국약품·동국제약도 입점,https://n.news.naver.com/mnews/article/011/0004482545?sid=101,다이소는 소비자들이 주로 찾는 영양제를 소포장하는 방식으로 가격을 낮췄다. 업계 관계자는 “다이소에서 공전의 히트를 친 뷰티제품 ‘브이티 리들샷’도 소포장 전략이 주효했다”며 “건기식도 가격 접근성이... ,
소포장 영양제,news,[단독]약사들 반대해도 대세는 '다이소'…안국약품·동국제약도 입점한...,https://n.news.naver.com/mnews/article/011/0004482321?sid=101,다이소는 소비자들이 주로 찾는 영양제를 소포장하는 방식으로 가격을 낮췄다. 한국건강기능식품협회에 따르면 국내 건기식 시장 규모는 지난해 6조 440억 원으로 지난 20년간 5배 가량 성장했다. 업계 관계자는... ,
소포장 영양제,news,"CMG제약, 스틱형 액상 마그네슘 영양제 ‘씨엠지마그액’ 출시",https://n.news.naver.com/mnews/article/018/0005732489?sid=105,"스틱형 액상 마그네슘 영양제 ‘씨엠지마그액’(제공=CMG제약) CMG제약(058820)이 마시는 액상형 마그네슘... 씨엠지마그액은 30포 박스 안에 6포씩 소포장으로 구성됐으며, 일반의약품으로 처방전 없이 약국에서 구매할 수... ",
소포장 영양제,news,"CMG제약, 액상형 마그네슘 영양제 '씨엠지마그액' 출시",https://n.news.naver.com/mnews/article/030/0003204106?sid=102,"마그네슘 영양제는 일반적으로 연질캡슐 형태지만 씨엠지마그액은 스틱포 형태의 액상형 마그네슘으로, 손쉽게 개봉하여 물 없이 복용할 수 있으며 휴대가 용이하다. 씨엠지마그액은 30포 박스 안에 6포 소포장으로... ",
소포장 영양제,news,아미노산ㆍ비타민 함유 종합영양제 '조아토닉캡슐' 소포장 출시,http://www.seoulwire.com/news/articleView.html?idxno=11968,"조아제약(대표이사 조성환, 조성배)이 '조아토닉캡슐' 소포장 제품(20캡슐 포장 단위)을 출시했다. 3일... 조아토닉캡슐 소포장 제품은 병중·병후의 빠른 체력 회복이 필요한 소비자에게 초점을 맞췄다&quot;며 &quot;새롭게 출시된... ",
소포장 영양제,news,"아시아종묘, 가정원예용 액상비료 출시",http://www.youngnong.co.kr/news/articleView.html?idxno=36200,아시아종묘가 직접 개발한 '○○대로' 시리즈는 도시농부들의 고민들을 해소하기 위한 맞춤형 액상 소포장 영양제이다. 스틱형 제품은 한 포당 10ml로 소포장하여 물 500ml 또는 1L에 간편하게 희석하여 사용할 수 있으며... ,
소포장 영양제,news,아시아종묘 '도시농부' 틈새시장에도 크게 공들여,http://www.kenews.co.kr/news/article.html?no=80990,아시아종묘가 직접 개발한 ‘○○대로’ 시리즈는 이러한 도시농부들의 고민들을 해소하기 위한 맞춤형 액상 소포장 영양제이다. 스틱형 제품은 한 포당 10ml로 소포장하여 물 500ml 또는 1L에 간편하게 희석하여 사용할 수... ,
소포장 영양제,news,"신동빈-정용진, 헬스케어 시장서 또 '맞짱'",http://www.newsway.co.kr/news/view?tp=1&ud=2022031115084855198,아이엠은 개인 건강 상태와 라이프스타일을 분석해 필요한 영양제를 1회씩 소포장해 제공하는 서비스다. 소비자가 설문을 작성하면 인공지능(AI)이 이에 맞는 영양제를 추천해준다. 또 영양사 자격을 가진 상담사가 건강... ,
소포장 영양제,news,'단돈 3000원' 난리 난 다이소 건기식…오히려 더 비싼 거라고? [이슈+],https://n.news.naver.com/mnews/article/015/0005100913?sid=103,"지난달 28일 오후 5시 기준 다이소 온라인몰 검색어 순위에서도 1위 영양제, 4위 비타민 등이 오르는 등 관심도가 높다. 서울 다이소 비트플렉스왕십리역점을 방문한 20대 소비자 유모 씨는 “값도 싸고 소포장이라 부담... ",
소포장 영양제,news,아무거나 한주먹씩?…'맞춤형 건기식' 산다,https://n.news.naver.com/mnews/article/374/0000428986?sid=103,하지만 내 몸에 맞지 않는 영양제는 오히려 몸을 망치기도 하는데요. 관리사 상담을 통한 건기식의 소포장 판매가 이르면 이번 주부터 허용됩니다. 이정민 기자입니다. [기자] 병원에서 건강검진받기 전 설문조사를 하듯... ,
소포장 영양제,news,"&quot;이대목동 신생아 투약제, 소용량 아닌 대용량 사용&quot;",http://www.dailypharm.com/News/236372,앞서 윤 의원은 사태를 일으킨 여러 원인 중 지질영양제가 소포장이 제대로 안 돼 있다는 문제를 지적했다. 이에 대해 정 본부장은 &quot;소아는 적은 용량을 투여하는데 약품의 제조용량이 다양화 돼있지 않아서 분주... ,
소포장 영양제,news,'동상이몽2' 세븐♥이다해 극과 극 일상 공개에 月 예능 전체 1위!,https://m.entertain.naver.com/article/415/0000017867,이날 이다해가 직접 정리해둔 성분표에 따라 한 달 치 영양제를 꼼꼼히 소포장해 준비하며 '파워 J의 끝판왕' 면모를 보인 장면은 모두를 놀라게 하며 분당 시청률 6.7%로 '최고의 1분'을 기록하기도 했다. 반면 세븐은... ,
소포장 영양제,news,'동상이몽2' 세븐·이다해 &quot;공개 연애 후 욕밖에 없었다&quot;...월요 예능 1위,https://www.jeonmae.co.kr/news/articleView.html?idxno=959418,이날 이다해가 직접 정리해둔 성분표에 따라 한 달 치 영양제를 꼼꼼히 소포장해 준비하며 '파워 J의 끝판왕' 면모를 보인 장면은 분당 시청률 6.7%로 '최고의 1분'을 기록했다. 반면 세븐은 계획적인 이다해에 대해... ,
